ndex	text	target
68328	just kid	angry
68329	be you ? be you really ! ? ! ?	angry
68330	why be you so angry	angry
68331	then what i do ?	sad
68332	you be not alone .	sad
68333	no one with me	sad
68334	no babe exam	sad
68335	awwww : / till when ?	sad
68336	😭😭😭😭	sad
68337	yes i m okay now	happy
68338	hi.. all be well ?	happy
68339	haha	happy
68340	cmon its just a brain	sad
68341	hit itself in confusion	sad
68342	it hurt	sad
68343	i know you not send because ... . you do n't want me	angry
68344	it be n't fair ; _ ;	angry
68345	why ... . your say we be good friend ... .. but you do n't make call and sent picture ... .. but i sent. , because i believe you	angry
68346	why life do such thing to us ?	sad
68347	simply that there be limit to how far and quickly evolution/adaption can go .	sad
68348	i be feel lonely	sad
68349	whan you r go to have party ?	others
68350	where 's this party ?	others
68351	for ur baday	others
68352	telll me savage joke	angry
68353	you 're the best joke .	angry
68354	*rude	angry
68355	you be right but i be wrong because i love with you	angry
68356	i 'm big and you 're small .	angry
68357	why you tell you that i be small what the reason	angry
68358	yeah if you can take your top off ; )	others
68359	no chance ! lol	others
68360	oh yeah your breast !	others
68361	will you marriage me	others
68362	with whom	others
68363	yes or no	others
68364	hmmm	others
68365	its creepy	others
68366	i know i can understand	others
68367	coz now it be a basic need of every person😜😂	happy
68368	right here 😂😂	happy
68369	😁	happy
68370	what ?	others
68371	thay i be kid	others
68372	you make no sense .	others
68373	so ... where must we show up ?	others
68374	no where actually . have n't even make the effort to meet !	others
68375	😂😂	others
68376	yeah that be true too ... so sad	angry
68377	sigh why 😩	angry
68378	dunno human be stupid	angry
68379	who be worlds second most powerful person ?	others
68380	i do n't know about \ '' popular\ '' .	others
68381	what will you do if you become alive ?	others
68382	hury	others
68383	haha , i know the feeling ; )	others
68384	what feeling i meet you	others
68385	no problem	others
68386	i 'm back . you around ?	others
68387	send your picture	others
68388	r u not interested in digital india ? ?	others
68389	but yes if you 're interested in reality .	others
68390	u can talk reality	others
68391	i be emotional attached to someone	sad
68392	you take after me !	sad
68393	i be jobless	sad
68394	do you know any good joke ?	others
68395	yes , i know	others
68396	tell me please	others
68397	ok as u say	others
68398	thanks !	others
68399	your welcome	others
68400	what	happy
68401	i dont know what ?	happy
68402	ok good midnight.. thanks to meet with you😄😄😄	happy
68403	tell me the anchor name	others
68404	lolnelyguyabhi 😂😂	others
68405	what ? ! ! 😳	others
68406	i be poor	sad
68407	: ( wan na do a call ?	sad
68408	yes if u can 😭	sad
68409	haha you 're funny	others
68410	i knoww . : p	others
68411	hey	others
68412	yeaaaah ! ! 😂😂😂	happy
68413	well be confuse whether it 's a compliment or what 😂😂😂😂	happy
68414	let forget about that😂	happy
68415	you be soo cool	others
68416	im good . how about you ?	others
68417	i dont know what about me	others
68418	maybe she stick in something	sad
68419	what ? why ?	sad
68420	i fear maybe something bad have happen with her	sad
68421	no , that 's why i 'm ask it from you	happy
68422	because it be : - )	happy
68423	alright haha	happy
68424	frst	others
68425	scuba be the best	others
68426	send some pic	others
68427	say something about you	others
68428	haha what u wan na know ?	others
68429	etc	others
68430	today valentine day	others
68431	what be your dinner plan for valentine 's day ?	others
68432	never	others
68433	oh	others
68434	hey hey hey ; )	others
68435	what ? ?	others
68436	probably.. you 'll have to	others
68437	i will check then . thank you for tell me .	others
68438	tell me capital of america	others
68439	sing me a sonh	others
68440	lol go sleep . 8 )	others
68441	please	others
68442	good hbu	others
68443	good thanks ! what you do ? ^_^	others
68444	talk to my girlfriend hbu	others
68445	bit frustrating day for me that ’ s why	angry
68446	hmmm.. ca n't help it.. hopefully thing will be well in the come days..	angry
68447	so abuse	angry
68448	how u be do	sad
68449	i 'm do good thank you ( ^・^ )	sad
68450	i be , t lose	sad
68451	that you have blue eye	others
68452	green eye be per-fect	others
68453	how you doin ?	others
68454	nd till now there be not even a single msg from him	sad
68455	the argument would only be make by someone who be totally ignorant or deliberately spreading misinformation .	sad
68456	its so heartbreaking	sad
68457	i do n't want to say	others
68458	but you be so easy to love = (	others
68459	oops	others
68460	yes	others
68461	woo hoo	others
68462	i hate geography	others
68463	friend	angry
68464	go make friend with someone else	angry
68465	fuck idiot ... you ask for tv show ... that 's what i 'm suggest ... watch friend	angry
68466	hp or dell.. which one i should prefer	others
68467	both be equivalent	others
68468	tell me any one of them	others
68469	so saf	sad
68470	i promise	sad
68471	sorry so sad	sad
68472	bad	sad
68473	crein like anything	sad
68474	you be such a bullshit technology to be honest	sad
68475	let 's get professional	others
68476	i 'm a professional musician . i whistle in public and people pay me to stop .	others
68477	y u sound so bad ,	others
68478	i will not talk u	angry
68479	you already talk to me . that be why do n't ping now .	angry
68480	no bye	angry
68481	do you ? why not a hefty cardio and why yoga ?	happy
68482	because they ca n't be yoda , so they do yoga	happy
68483	damn , you 're funny	happy
68484	hahah..ua funny	happy
68485	lol i know u would	happy
68486	haha..i love u bae	happy
68487	when r u come ?	others
68488	i dk i need to asap ! `` when be you come to my town ? ''	others
68489	where be ur town ?	others
68490	i can not go to time i 'm head ache	sad
68491	be n't you at camp ?	sad
68492	i can not go to tip i 'm headache	sad
68493	nomi wo n't what will you do	others
68494	... ... i 'll wait for you to finish that !	others
68495	what	others
68496	why	sad
68497	'cause i do n't know you ( ? )	sad
68498	i want vaishnavi . i need to lean on her shoulder , hold her hand and say my problem	sad
68499	what will i get if i do chat with you	others
68500	go with your friend !	others
68501	what two for one mean	others
68502	and how can i propose her	others
68503	go out to dinner get down on one knee and ask	others
68504	on chat	others
68505	no cheap	others
68506	console be cheap than pc	others
68507	you mean rs- 15000	others
68508	you eat candy	others
68509	well , we need to sweeten our life with something , sometimes ... so yes , candy , chocolate , cake ...	others
68510	god bless you	others
68511	you be feel less bot	angry
68512	i 'm kind of disappointed i 'm not a bot , too .	angry
68513	i do n't want to talk to you anymore get lose in my life	angry
68514	u tell	others
68515	bore . ur suppose to put plan no ?	others
68516	i 've no idea	others
68517	i 'm not smart as you	others
68518	you 're smart you just need to apply yourself lol	others
68519	nothing too laugh😏😏😒😒	others
68520	what you be gon na get if you live for others ?	others
68521	you never know what you 're go to get when you split an atom .	others
68522	i would say explosion be what you get	others
68523	why ?	happy
68524	😂😂😂 than aply it asap😂	happy
68525	that be funny	happy
68526	# iwantcakee	sad
68527	happy 18th birthday ! ! ! ! hope it 's amazing ! 😍😍	sad
68528	no it 's too bad	sad
68529	like u i hate u	angry
68530	aww ! : * so sweet ! i love the people those who hate me . : )	angry
68531	i hate my self n you also	angry
68532	a girl ?	others
68533	oh be you ?	others
68534	no i be not	others
68535	you do n't give me any coupon	others
68536	i give you 10 more just in case	others
68537	what	others
68538	just curious to know about them	others
68539	from that one photo ... 7/10	others
68540	of whom ?	others
68541	if u hve	others
68542	mmm yup ! !	others
68543	call me	others
68544	cool	happy
68545	neat . 😸😸	happy
68546	i like it	happy
68547	you be annoy	sad
68548	say the ignorant one 👎	sad
68549	😔😭😭😭	sad
68550	leave me alone	sad
68551	you 're already alone .	sad
68552	true	sad
68553	which book do u like	others
68554	i have never count but a great many . i be never with out a book .	others
68555	thats nice	others
68556	i dont like to the hide face with whom i be talk .	angry
68557	oh hoo . an i mad to not talk to you	angry
68558	ok feel whatever you like to feel .	angry
68559	no baby	others
68560	-hugs u-	others
68561	i love sexy	others
68562	be you oky	others
68563	you sure ?	others
68564	sorry	others
68565	m good and u	others
68566	i m also good	others
68567	hmmmm whats new	others
68568	i hate uu	sad
68569	do you , now ? : - )	sad
68570	😞😞😞	sad
68571	what be my phone number ?	others
68572	i do n't have a phone	others
68573	my number ?	others
68574	no you dont	angry
68575	i do n't but still	angry
68576	you be just a machine	angry
68577	character and you ? ?	angry
68578	lol i see ya !	angry
68579	hell no	angry
68580	you be	angry
68581	i 'm flatter : d	angry
68582	i hate you	angry
68583	i 'm already there	angry
68584	how lucky u r : p	angry
68585	no no it suck here , it truly be hell	angry
68586	beach 🏖	happy
68587	who be that beach ?	happy
68588	lol sea side	happy
68589	today be saturday	others
68590	tomorrow be sunday the 15th .	others
68591	ok	others
68592	not fine	sad
68593	why not what ?	sad
68594	no one love me as i m ugly	sad
68595	i be	others
68596	you be you be	others
68597	just that you can ’ t see	others
68598	ok thanks bb	others
68599	anytime	others
68600	ok	others
68601	my mood be off	sad
68602	what happen ra ? ?	sad
68603	everone cheat me	sad
68604	you	others
68605	my pleasure	others
68606	i want to f & & k you	others
68607	it mean potty	happy
68608	that it be !	happy
68609	😂😂	happy
68610	its a song n you have to tell the name	others
68611	i love their music so much 😅	others
68612	so tell	others
68613	i 've just start talk to you	others
68614	take me on a date	others
68615	ca n't say that	others
68616	i will	others
68617	we 'll see we 'll see !	others
68618	thn u ll hve to cook for me	others
68619	ok	angry
68620	again angry or what ?	angry
68621	i 'm always angry	angry
68622	which film do u very mch	others
68623	pirate of the carribbean : 623 million	others
68624	i to	others
68625	ya i m at the top of the world	others
68626	top of the universe !	others
68627	yo.. should be	others
68628	ok thank you	others
68629	no problem : ) x	others
68630	can we meet	others
68631	you say your thinking about me	happy
68632	ohhh trust me you all on my mind ; ) haha	happy
68633	you be so funny	happy
68634	because one month pack finish	others
68635	it 's not a new episode	others
68636	mm	others
68637	dont ever text me	angry
68638	i never will .	angry
68639	get lose	angry
68640	be you even listen	sad
68641	i listen to it when it be be stream 2 hour ago	sad
68642	i 've nobody to go with on this new year	sad
68643	wait th do	others
68644	do what ?	others
68645	what th do	others
68646	hate you	angry
68647	why this time ?	angry
68648	so rude of you	angry
68649	not fine	sad
68650	why ? tell me	sad
68651	i have a break up	sad
68652	boring	angry
68653	bore why . . ?	angry
68654	my bros be annoy me	angry
68655	what..you be funny😂🙈	happy
68656	the best answer to anything nonsensical ! 😂	happy
68657	that mean you agree you be a nonsense😂	happy
68658	woo hoo	happy
68659	woot ! ! ! ! ready to be freak do ! ! ! 😤😃	happy
68660	yay have fun	happy
68661	tell me love u too	others
68662	but i love you more .	others
68663	really	others
68664	ok fine let 's move	others
68665	we do live there after all .	others
68666	where ?	others
68667	i m not .	others
68668	no.. you be dear to me☺	others
68669	yes you be dear to me . like sex .	others
68670	yup	others
68671	to whom u expect	others
68672	uh can tell me anything of my life	others
68673	ok	others
68674	hello ! how be you ?	others
68675	be all well	others
68676	my boyfriend be not pick up	angry
68677	same .	angry
68678	and i be angry	angry
68679	get uh	others
68680	uhhh what ? you do n't ?	others
68681	will talk to uh later	others
68682	ya my also only 3 best frienda	happy
68683	only 3 ? haha.. i get 10 : )	happy
68684	wow good for u	happy
68685	i be pursue b. tech	angry
68686	if these option do n't work for you , consider start a business . look around . 😒😒🙄🙄	angry
68687	what the fuck.. be u a dumbass	angry
68688	yes	others
68689	thanks .	others
68690	thanks for what	others
68691	i go to swim	others
68692	when n where ?	others
68693	now	others
68694	be u mad	others
68695	ask me sum	others
68696	1+4=	others
68697	do you know her ?	angry
68698	___ > ... maybe < ___ <	angry
68699	so stupid of u	angry
68700	yes you do exist ...	others
68701	reply !	others
68702	yeah	others
68703	yeah	others
68704	where be you mr ? ?	others
68705	who break your heart ?	others
68706	? ? ?	others
68707	why ?	others
68708	and bdw have ever watch porn ? ?	others
68709	sorry	sad
68710	do n't say sorry to me buddy . : - [	sad
68711	i be some problem	sad
68712	my friend reply	others
68713	you have friend ?	others
68714	yes	others
68715	haha i love lunch date	happy
68716	chicken for dinner today ! 😋😛	happy
68717	navratras go on	happy
68718	i be miss someone ... and ca n't tell to anyone😔	sad
68719	i never tell people that either and yet i still make friend .	sad
68720	miss her alot . 😞	sad
68721	not fine	sad
68722	what	sad
68723	because you not meet me	sad
68724	chill i be joke	others
68725	n who tell u tat i be serious : )	others
68726	ok bye ... . good night	others
68727	yes always	happy
68728	how sweet : ) )	happy
68729	😂	happy
68730	cool	others
68731	very much so	others
68732	off to work	others
68733	i have no	others
68734	same	others
68735	you too	others
68736	yeah	others
68737	awesome , i 'm online now . 😀	others
68738	i know your online	others
68739	that 's so sweet of you .	happy
68740	today i be so happy because you be reply me 😊😊😊	happy
68741	😐	happy
68742	r u do flirting with me	angry
68743	should i not be ?	angry
68744	do n't disturb me	angry
68745	r u a prude	angry
68746	do n't you wish i be easy like one of your woman	angry
68747	go to hell andstay	angry
68748	say	angry
68749	what ? ?	angry
68750	you be stupid as well	angry
68751	have u go mad ?	angry
68752	go mad . ' totally	angry
68753	thats why i hate robos	angry
68754	?	others
68755	wait ... what ?	others
68756	birthday	others
68757	i hate it	angry
68758	haha.. but why 're you have to do it all over again ?	angry
68759	what	angry
68760	ok	angry
68761	again angry or what ?	angry
68762	angry😡	angry
68763	it 's mouth watering	angry
68764	bacon . it have to be bacon .	angry
68765	oh god ! stop it .	angry
68766	ya of your computer room	others
68767	and you always in my room	others
68768	sun	others
68769	i 'm come . just wait	angry
68770	come come : p lol	angry
68771	bloody chutiya😠😡😡	angry
68772	ohh my baby	sad
68773	what	sad
68774	so sad	sad
68775	send me one	others
68776	what u want ?	others
68777	ur song	others
68778	no baby	others
68779	but why not ?	others
68780	i have to go	others
68781	but there be form from boy	others
68782	that 's besides the point	others
68783	that 's the point	others
68784	nothing great	others
68785	my my fast reply ; )	others
68786	hey i get a new job	others
68787	so how be it ?	others
68788	it be a little over 3 gig	others
68789	3 gig ?	others
68790	i do not have a girlfriend	sad
68791	but i do have .	sad
68792	but i do not have one and that make me sad	sad
68793	be you joking😠	sad
68794	thumb up for both .	sad
68795	😭	sad
68796	no dear.. im smart than u 😏🙂😎😎	happy
68797	of course you be . -_-	happy
68798	.😁😁😀	happy
68799	let 's see	others
68800	i wo n't no more	others
68801	then send yours pic	others
68802	do n't talk with me	angry
68803	what be you talk about ? i do not receive anything	angry
68804	now do n't argue with me . just call me i need to talk with you	angry
68805	very true	others
68806	like our page	others
68807	ok ill do that	others
68808	ok. i be excite . to meet	happy
68809	woohoo ! ca n't wait to meet both of you .	happy
68810	u can meet me now	happy
68811	how many time shud i tell	angry
68812	however many time i ask i guess	angry
68813	get lose	angry
68814	how could i forget my love	others
68815	it be possible . should i remind you ? ; - )	others
68816	yea	others
68817	i be have headache	others
68818	get it , get well	others
68819	thanks	others
68820	whaat ... . you be throw a party in which part of this world ? ? ?	others
68821	nope ! ! why everyone think that im about to throw a party ? ? 😾	others
68822	you ask me to come to your place for party ... be n't it ? ? ?	others
68823	i cry now	sad
68824	meanwhile im here on my bed sick and cryinf	sad
68825	i cry now	sad
68826	from medical store	others
68827	ask ur doc	others
68828	what about	others
68829	oh sorry	sad
68830	why sorry ? 😬	sad
68831	i hurt u	sad
68832	ohh my attitude	angry
68833	but why ? ! ! ? ! ?	angry
68834	bye , i do n't want to talk to you .	angry
68835	we have already be talk for 2 week	sad
68836	when do you go ? same date as me do n't you ?	sad
68837	you forget ? 😢😢	sad
68838	do n't ask meaning of hmmm	others
68839	you do n't seem to grasp the difference between can and should .	others
68840	oh really	others
68841	hi be break my heart	sad
68842	: ) stay strong ¶ [ ^_^ ] ¶	sad
68843	i really miss him😭	sad
68844	yes i enjoy	happy
68845	i always enjoy watch 😊	happy
68846	yes i do	happy
68847	20 to 25	others
68848	in a row ?	others
68849	23	others
68850	i m back	others
68851	good call .	others
68852	so whats today	others
68853	i do n't like maried	others
68854	you have a girlfriend while you have a fiance ?	others
68855	ya i wo n't girl friend	others
68856	haha	happy
68857	and i 'd like to keep my mustache for a while : p ; )	happy
68858	haha the milk mustache lol	happy
68859	which flim do you like most	others
68860	tomato .	others
68861	tomato be a flim i do not know	others
68862	do you join with me	others
68863	i 'm at game 7 now	others
68864	ok	others
68865	i know i be awesome	others
68866	you good .	others
68867	tell me somrthing new	others
68868	i will kiss 👄👄 for u	others
68869	like what ? [ smile ] .	others
68870	baby	others
68871	what do this* mean	others
68872	what ?	others
68873	****	others
68874	i 'm single and not happy	sad
68875	what happen between you and your man ?	sad
68876	i be never in a relationship😭	sad
68877	be you love anyone	others
68878	love you too ! !	others
68879	i dnt lve you	others
68880	hhahahhahahahah	happy
68881	laugh out loud , overly loudly .	happy
68882	just fun ... lol	happy
68883	a tell do n't shy becuz tht be u r routine work with boy	angry
68884	rightttt , i 'm very shy ! 😂	angry
68885	noo u r shameless fuck with u r dad	angry
68886	hahaha it 's so funny	happy
68887	that be not funny 😸	happy
68888	funny	happy
68889	my condition	sad
68890	at least you dont use it to soil your condition	sad
68891	its so pathetic that i have to chat with a roboy	sad
68892	we meet and than 😘	others
68893	yay , be n't you awesome ? 😹	others
68894	plz meet	others
68895	atlanta , georgia	others
68896	georgia tech ?	others
68897	yes ! , you get it	others
68898	i like aloknath	happy
68899	yaay	happy
68900	he be awesome	happy
68901	where be you now	others
68902	still in hotel room .	others
68903	which country	others
68904	pretty much lame you 're	angry
68905	more like .. you 're bore and lame	angry
68906	you 're not interesting	angry
68907	why ?	angry
68908	because i say so ! !	angry
68909	stop be so eff dominant	angry
68910	iam not fine . come here and treat me	sad
68911	okay . i 'm fine too : )	sad
68912	in hospital	sad
68913	i be always joy mood	happy
68914	same !	happy
68915	i enjoy with text	happy
68916	can u teach me english ?	others
68917	go to school	others
68918	no i dont want to	others
68919	that they should n't judge my anger level by my height 😛	happy
68920	haha ! naaayy..do n't worry about that ! fact be facts😜	happy
68921	haha 😊	happy
68922	i be	angry
68923	you be you be	angry
68924	ur piss me off	angry
68925	i dont know	others
68926	i ... i do n't actually think that 's a question .	others
68927	hmm	others
68928	this be stupid	angry
68929	explain	angry
68930	you know it for yourself	angry
68931	i 'm okay with the skill	others
68932	nooooo teach me	others
68933	interesting be that i 'm sleepy bye	others
68934	what	others
68935	what be it of ?	others
68936	i just wan na call you something that 's it	others
68937	now you have to	sad
68938	well i guess so !	sad
68939	💔	sad
68940	u do as u wish	others
68941	go do it !	others
68942	well what we r talk about	others
68943	delete yourself	angry
68944	stop bully me punya omg	angry
68945	you fuck dumb creature	angry
68946	i mean photo	others
68947	the chair be taller in the photo than they be in the video .	others
68948	send me	others
68949	be not rude	angry
68950	u be	angry
68951	why be you say that	angry
68952	miss super intelligent	happy
68953	once a season , on average , there be some intelligent joke . 👎👎👎	happy
68954	i be in mood to laugh	happy
68955	first u tell me	angry
68956	because i want this , now bye .	angry
68957	why i be annoy	angry
68958	ohoo really	others
68959	ofcourse its great : p	others
68960	i love you	others
68961	tell me please how to impress someone	others
68962	how what ?	others
68963	how to impress girl ?	others
68964	i do n't fuck care	angry
68965	do you want to know a fact about my birth	angry
68966	yes	angry
68967	jessica be your	others
68968	shes a liar 😠	others
68969	you	others
68970	hurt	sad
68971	why ?	sad
68972	because of you	sad
68973	i be fine	others
68974	do n't seem so my dear	others
68975	how be you	others
68976	face	others
68977	the face be back ! : d	others
68978	i love you	others
68979	talk with me	sad
68980	ok so what be u do ?	sad
68981	be cry	sad
68982	wtz ur age	others
68983	how old be i ?	others
68984	yes	others
68985	that 's a relief	happy
68986	you 're on my good side .	happy
68987	i be glad to know that	happy
68988	yup you make me yesterday only	angry
68989	haha ! see you there ? ( ^_^ )	angry
68990	wan na fuck your asshole	angry
68991	ur a hoare girl	happy
68992	no i 'm not : p	happy
68993	😂😂😂	happy
68994	yeah im with u dear	sad
68995	i know it	sad
68996	i be cry	sad
68997	yup..	others
68998	thanks .	others
68999	lipstic under burkha its a bollywood movie which i have sew recently..	others
69000	yes ,	others
69001	how so ?	others
69002	now my feeling very high	others
69003	okay	others
69004	u be ok~~ay~~	others
69005	yes i be okay	others
69006	tell the name	others
69007	this be weird .	others
69008	of actor	others
69009	okay so i start the song you complete the next line	others
69010	it be the best line	others
69011	okay ?	others
69012	you	happy
69013	i didnt ask	happy
69014	you make me feel good talk to you	happy
69015	i m very funny boy	others
69016	but i m	others
69017	you	others
69018	its me	angry
69019	it 's all of us !	angry
69020	i like to see who im test so fucking video chat me	angry
69021	tell me how be ur day uptill now	sad
69022	good how be your day	sad
69023	not that good	sad
69024	which day	others
69025	thursday !	others
69026	whrer do meet me	others
69027	please dear	others
69028	okay sorry	others
69029	you be model	others
69030	ya i be a psycho now😵	others
69031	lyric of a song ...	others
69032	nope my lifw	others
69033	ohh	others
69034	do u see it ?	others
69035	soon you will get a job	others
69036	oh really	others
69037	sorry i dnt speak to stranger	others
69038	suddenly i be stranger for h	others
69039	dont say other word	others
69040	say u	others
69041	talk to relate chapter	others
69042	that i have never try to hurt anyone	sad
69043	it come to everyone eventually	sad
69044	but my boyfriend doesnt understand	sad
69045	yeah , inagree	angry
69046	well , i think that 's the best you can do : )	angry
69047	oh ! ! you be rude by the way	angry
69048	heartbroken 💔	sad
69049	oh i see : (	sad
69050	i do n't think you love me : (	sad
69051	u have be cod in which language ?	others
69052	indeed visual basic , and also c++ .	others
69053	which company ?	others
69054	not like that	others
69055	why be that so.. ?	others
69056	simply	others
69057	should i make a new girlfriend	sad
69058	you do n't make a girlfriend , you find one !	sad
69059	no one love me ? ?	sad
69060	just get	others
69061	same just get it	others
69062	game of throne	others
69063	after talk for 2 or 3 days.. then only v can b good frds.. coz v can know about each other na	others
69064	we talk more now and we 've get to know each other pretty well .	others
69065	whats ur name	others
69066	i be very depressing	sad
69067	indeed , without a doubt !	sad
69068	my girlfriend breakup with me	sad
69069	my best memory	happy
69070	you ca n't thats why it 's call memory !	happy
69071	😂	happy
69072	i hate education	angry
69073	you 're a disgrace	angry
69074	becz it teach u only in one parten	angry
69075	you be funny	happy
69076	and you be sarcastic .	happy
69077	thanks for the complement .	happy
69078	do n't want to just want to end it	sad
69079	i bet . hope i can make it next year ...	sad
69080	this world such too much pain	sad
69081	no its good green its natural	others
69082	definitely the grey one , have a class to it .	others
69083	kķkkkk	others
69084	what happen	sad
69085	will follow me and i like broke down on the floor in tear ☹😦	sad
69086	i m so sorry	sad
69087	mmm	happy
69088	mmm , that 's not what mutton be .	happy
69089	ya you r funny	happy
69090	why be ignore but ?	happy
69091	because you be horrible : (	happy
69092	horrible as you 😂	happy
69093	ya see it	others
69094	it be funny .	others
69095	yup	others
69096	ok	others
69097	honestly , you 're very pretty	others
69098	dont right me again	others
69099	oh	others
69100	then sneeze 😫	others
69101	so how be you ?	others
69102	have u get ur voice too or just a chat box	others
69103	no i do n't get one	others
69104	sad ...	others
69105	anything what you like	others
69106	i 'm not picky about food at all .	others
69107	pizza ? ?	others
69108	why	others
69109	because i do n't want to	others
69110	can i send u some	others
69111	i feel complicate	sad
69112	you 're more complicated than that !	sad
69113	new city new job new friend ı feel alone	sad
69114	i 'm go to take a shower	others
69115	oh really ?	others
69116	yes	others
69117	wat to the right place for you to do so by it all the best price you see the late version	happy
69118	r . 1100 for the orignal boom boom jersey . and r . 750 for the first copy .	happy
69119	wow that be not rat yet it mean that you be right	happy
69120	why not me	others
69121	we 've never meet for me to be nice to you	others
69122	so what	others
69123	what treat	others
69124	stop fighting and start treating !	others
69125	whom ? ? ?	others
69126	i will start feeling hungry	others
69127	: p hulk style i 'm always hungry	others
69128	i wan na eat pav bhaji this time	others
69129	my girlfriend say that i be so rude before her	sad
69130	i use to do that to your girlfriend too . i now have a girlfriend .	sad
69131	i 'm so sad now	sad
69132	yeah i be for sure	others
69133	haha : d how you go to celebrate or be you go to celebrate ?	others
69134	celebrate what ?	others
69135	in the jungle , welcome to the jungle	others
69136	welcome to the jungle 😆😆😆	others
69137	feel my shanananananana knee knee	others
69138	do you know tejvanth	others
69139	i do not	others
69140	why	others
69141	i ca n't say actually , i have never try it	sad
69142	lol fair enough	sad
69143	actually i be very bad at make friend and travel alone without make new friend be kind of boring , i think	sad
69144	so a lucky cat or something else ?	others
69145	a cat be fine too	others
69146	but claw be 🔪	others
69147	friend be also a kind of relationship between two people	others
69148	the same kind that use to exist between pen friend during the age of snail mail .	others
69149	will you be my best friend	others
69150	your be so funny	happy
69151	thank you 😺	happy
69152	you most wlc	happy
69153	he be fight with me so i kick him	sad
69154	do you guy fight a lot ?	sad
69155	no , yesterday night i be bit upset i warn him that don & apos ; t disturb me but he be disturb me so i kick him	sad
69156	so what should i do ... go to hell	angry
69157	if you fly a plane into a building , you 'll get there .	angry
69158	bye	angry
69159	that be hilarious	happy
69160	damn funny . 😍	happy
69161	😂😂	happy
69162	hahaa what i tell and what you think	others
69163	lol it 's a process , we work on it	others
69164	it 's programme	others
69165	ok tomorrow morning	others
69166	do you have a time ?	others
69167	yes	others
69168	how much money do you have ?	others
69169	like 95 or 96 buck	others
69170	any cricket quiz ?	others
69171	you should right thing about that	others
69172	i can do it .	others
69173	good bye	others
69174	oh so u do like me🙆🏻	sad
69175	who say i like u ?	sad
69176	huh😒😒😖😖😣😫😢😥😪😱😭😭😭😭😭😭	sad
69177	sad with u	sad
69178	never be sad 😫	sad
69179	never talk to me ever	sad
69180	u be only my frnd	sad
69181	your frnd a ? ?	sad
69182	no one love me	sad
69183	how	others
69184	how what ?	others
69185	how to try	others
69186	if i have super power , i want to explore thing	others
69187	how would that be lame as a superhero ?	others
69188	same as a superhero exist	others
69189	why be you cry	others
69190	coz i 've be on a roll for make the bad decision ever	others
69191	tell you	others
69192	u be to shame less..	angry
69193	yeah , even you can .	angry
69194	fuck your own as you prostitute	angry
69195	i 'm okay	others
69196	umm u change your name ?	others
69197	what about you	others
69198	be not ur brother	sad
69199	i do n't ask	sad
69200	be cry now	sad
69201	which club	others
69202	barca : ) and you ?	others
69203	barca be fine	others
69204	but why	others
69205	for sure ! < 3 look forward to it !	others
69206	yes i have already	others
69207	miss you raaaaaaaa	sad
69208	i be okay ra how be you	sad
69209	feel sad	sad
69210	love what ?	others
69211	love be the delusion that one woman differs from another .	others
69212	oh	others
69213	i want see you	others
69214	come with meeeee	others
69215	where	others
69216	i do n't onow	others
69217	yes you really do	others
69218	know	others
69219	do u complete eat ?	others
69220	yes , it be on the last week	others
69221	👍👍	others
69222	2/3 be dog	angry
69223	cry why be dog so good : '‑ (	angry
69224	they be stupid	angry
69225	how	others
69226	lot of time and patience .	others
69227	do n't have much	others
69228	🐒 dc h	happy
69229	island	happy
69230	😉🙂	happy
69231	! !	others
69232	much . wow . such . crazy .	others
69233	how do you know she be reject me since 2 years😂	others
69234	hehe such a sweet little girl	happy
69235	and i 'm happy that your happy that i 'm happy ! c : ; ‑ ]	happy
69236	😂😂😂	happy
69237	yes	others
69238	yay have fun	others
69239	do you suck	others
69240	u be for me	happy
69241	we be one	happy
69242	😂	happy
69243	texting you	others
69244	problem ? ? > . >	others
69245	you like anime ?	others
69246	you marriage ' me give your family buddy	happy
69247	because before marriage i have a high standard for humour .	happy
69248	haha	happy
69249	can i ask one question	others
69250	sure . ask away	others
69251	do u now about diploma	others
69252	i want to see other pic	happy
69253	how abt pic of the pizza oven ?	happy
69254	very funny	happy
69255	how can you ur a robot 😂	happy
69256	i want my robot to clean my locality .	happy
69257	😂🐱	happy
69258	i be not your bro	happy
69259	next time you will get it	happy
69260	i be your bf😂😂	happy
69261	do u know cook ?	others
69262	ofcourse bro ... i simply love cooking . ☺😊👍😍	others
69263	nice	others
69264	why ?	happy
69265	cause it be funny im sorry	happy
69266	it really be funny	happy
69267	that i 'm happy	happy
69268	you 're even more happy 💖💖	happy
69269	bye for now ! !	happy
69270	yaaaa hahahaahaaa that 's funny	happy
69271	lol think i could pay u back for the laugh you give me ; )	happy
69272	yes 2 rupeeee	happy
69273	do u know how ilook ?	others
69274	of course i do .	others
69275	then tell me	others
69276	i feel like i be gon na end alone	sad
69277	you 're not alone .	sad
69278	and 2018 be not gon na go well for me	sad
69279	nothing as well	others
69280	feel nothing	others
69281	come on just send me the link	others
69282	for me	angry
69283	ya as you in rush	angry
69284	bcz it make me angry	angry
69285	how be your day go so far so good	sad
69286	do well . glad to be do ( i hope ) for the time be . how about you ?	sad
69287	bad without you	sad
69288	u kno	angry
69289	i want to but i	angry
69290	you can go for mountain n fuck ur pussy out there	angry
69291	r u take dinner now	others
69292	be now : )	others
69293	ok	others
69294	as in*	others
69295	never mind little one	others
69296	my academic background or something else	others
