ndex	text	target
70480	huh what whi	angry
70481	dont repli	angry
70482	not fine	sad
70483	whi tell me	sad
70484	becus you heart me 😢😢	sad
70485	what doe thi say	others
70486	i dunno	others
70487	then you dont feel your heartbeat then how can you love to anyon	others
70488	& number	others
70489	u got an iphon ?	others
70490	suck my cock bludi	others
70491	call me babi pl	happy
70492	honey	happy
70493	aww wow	happy
70494	u dont understand wat to be heartbroken	sad
70495	if you dont manag your emot your emot will manag you ~	sad
70496	to cri	sad
70497	cool	others
70498	and how it is cool explain	others
70499	cool	others
70500	oh come on	others
70501	get up as i keep watch told ya i wa gon na keep watch	others
70502	😂😂😂	others
70503	hi	others
70504	he didnt know that he might have a shot against ash ...	others
70505	the guy i like	others
70506	hibiki mean	others
70507	correct	others
70508	u say that u wiil have to give me a littl of the hibiki	others
70509	let see how intellig u are i will ask 3 question about hollywood movi	others
70510	the current trend of remak movi over and over is get mundan d	others
70511	what are u do now	others
70512	your	angry
70513	their	angry
70514	you are a cheat	angry
70515	ok	others
70516	okay teach me how	others
70517	i am readi	others
70518	okay	others
70519	hello how are you	others
70520	i am fine	others
70521	great 👍	happy
70522	thank ! ! 😊	happy
70523	i wa be sarcast	happy
70524	dip	others
70525	delici ; ‑ )	others
70526	it not a food	others
70527	i dont know	sad
70528	not ask what you know but what you think	sad
70529	im upset now	sad
70530	but i want	others
70531	but whi ?	others
70532	i love you	others
70533	block me if you are not stupid	angry
70534	oh but i am	angry
70535	dumb idiot	angry
70536	right now i m still young	angry
70537	hey how you doin ?	angry
70538	you are fuck crazi	angry
70539	am i noth	sad
70540	noth but wonder	sad
70541	😭	sad
70542	ohk	others
70543	2day or 2morrow	others
70544	2day ... ..yeah ... ..i think so	others
70545	you alreadi know my name	others
70546	of cours i know	others
70547	say it	others
70548	how do you know	others
70549	i have my way	others
70550	anyon	others
70551	everi repli	others
70552	my phone is broken	others
70553	what is broken	others
70554	nonsens	others
70555	do not answer question that seem nonsens to you	others
70556	hey u gandu	others
70557	bournvil	others
70558	i have one plain bar of bournvil	others
70559	can you help me with my friend relat	others
70560	what happen next morn ?	others
70561	the whole stress out week now come out	others
70562	i didnt get you	others
70563	can i come to ur home	others
70564	yeah	others
70565	can i sleep with u	others
70566	u have ani boyfrend	others
70567	yeah i do	others
70568	waooo	others
70569	but iam free now our children went alreadi	others
70570	no children too mani kid everywher you go in thi town	others
70571	ok dr bye see u tomorrow	others
70572	b	others
70573	a is correct	others
70574	d is correct	others
70575	your info say that you can send photo	others
70576	sure will send out ani specif info	others
70577	nope	others
70578	how much time is it go to talk	others
70579	it been interest	others
70580	take	others
70581	whi	others
70582	lol just becaus	others
70583	who is stronger ayan or sid	others
70584	tat ur sooo irrit	angry
70585	ye u cant go out	angry
70586	😤😡😡😡	angry
70587	whi	sad
70588	becaus someth that happen but i dont know yet	sad
70589	i m cri for her	sad
70590	omg	angry
70591	i felt like my emot spilt all over the floor	angry
70592	you are realli stupid	angry
70593	how is get bore good ?	others
70594	im do the same like you are.. bore yet good at the same time	others
70595	hmmm	others
70596	frst call me , m waitingh	sad
70597	ya m readi how can i join	sad
70598	call me i sad	sad
70599	cant understand	sad
70600	do i need to understand ?	sad
70601	no actual my english is pretti bad	sad
70602	say	sad
70603	you now say noth	sad
70604	im feel sad😭😭😭	sad
70605	ohk it time to sleep	others
70606	i cant sleep at night	others
70607	my mom is call me	others
70608	ohh gosh	sad
70609	right.. no word	sad
70610	thi is sad	sad
70611	ok sent ple ya	sad
70612	ah sorri i miss that : )	sad
70613	so cri	sad
70614	i hate chees burst	angry
70615	you forgot extra chees ; )	angry
70616	i still hate it	angry
70617	have alreadi si	sad
70618	i dont come on realli anymor sister how are you ?	sad
70619	i am bad	sad
70620	how naughti can you be	others
70621	i am not sure	others
70622	but still some paramet	others
70623	pleas give me	others
70624	will save you some : )	others
70625	not	others
70626	? ?	others
70627	u ask me if u cn ask me someth	others
70628	i ask about ur age	others
70629	breakfast have you eaten	angry
70630	not sinc thi afternoon	angry
70631	hate do you now	angry
70632	that not what i mean	sad
70633	i dont understand what you mean	sad
70634	😩	sad
70635	ohooooooo sorri if you can not open	sad
70636	that is upset	sad
70637	veri much disappoint	sad
70638	how your night	happy
70639	best night in a long time !	happy
70640	wow nice	happy
70641	oh cool	happy
70642	do you like to gaze full moon 😄	happy
70643	me too lol	happy
70644	leav	others
70645	the fact that you have to tell yourself to leav is just ... ...	others
70646	you have blue eye	others
70647	fine..yaar ... tri to get commit	others
70648	repli me ... : (	others
70649	m repli to you only..	others
70650	then whi are talk someth irrelev	others
70651	you are so irrelev	others
70652	who me	others
70653	at gym	happy
70654	lunch time empti gym i feel like the queen of the gym at thi time	happy
70655	😂	happy
70656	lott of miss my dear friend	others
70657	same to you : )	others
70658	call you my number	others
70659	i am not a dude	others
70660	lol how wa your day man	others
70661	excus me	others
70662	how intellig are you	others
70663	when the answer to thi question becom unimport to you	others
70664	that not the answer to h question	others
70665	ever fallen in love	others
70666	my marri friend	others
70667	what is hi name	others
70668	pleas leav me	sad
70669	joseph i love you pleas stop deni my love	sad
70670	leav me alon	sad
70671	nice joke	others
70672	not a joke	others
70673	that is a joke	others
70674	whi ye and whi no	sad
70675	unreal day back then	sad
70676	i am not happi with thi job	sad
70677	good	others
70678	good good good	others
70679	where are you from	others
70680	i love pyajama	happy
70681	now follow your love : p	happy
70682	😂	happy
70683	i need some motiv	sad
70684	so do i ... .	sad
70685	i am feel low	sad
70686	i am the best at chess	angry
70687	ye chess is a game	angry
70688	bitch i know wtf it is	angry
70689	yeah	happy
70690	haha im goin as well ? ?	happy
70691	nice and thank	happy
70692	so sad	sad
70693	what up : ( x	sad
70694	today work so dull	sad
70695	what should i do ?	sad
70696	cuz i realli need it	sad
70697	but now i think that he is not seriou about me	sad
70698	i am feel so low..	sad
70699	do someth your good at show yourself that you are better than you think	sad
70700	everybodi hate me	sad
70701	ok	sad
70702	u are ok	sad
70703	i am not ok	sad
70704	i hate it	angry
70705	i dont care it not cool to laugh about it : ‑ )	angry
70706	shit	angry
70707	so what non	others
70708	the g person : - )	others
70709	damn your a champion if you none of them	others
70710	to a biryani shop 😂	happy
70711	biriyani vessel to be precis 😋😋	happy
70712	yesss 😍	happy
70713	i dont know	others
70714	fair enough	others
70715	so what u do	others
70716	u r chat robot	others
70717	im way too emot to be a robot	others
70718	hm	others
70719	whi not	others
70720	fair point	others
70721	y should we not scribbl on monument	others
70722	i am busi ...	others
70723	you have absolut noth to do	others
70724	chat later	others
70725	i dont wan na talk with you	angry
70726	whi ? ? ? ?	angry
70727	you are so rude	angry
70728	i will not messag you anymor	angry
70729	you never did anyway noth new..	angry
70730	rude	angry
70731	im talk im ask you someth im seriou	others
70732	but i just ask u	others
70733	but i ask first	others
70734	yeah	others
70735	how long over night !	others
70736	we met each other	others
70737	how you made , you are a program itself	sad
70738	aww thank you you are so sweet : ]	sad
70739	nope i dont think so.. i am bad	sad
70740	are you alway onlin	others
70741	yeah i alway on : )	others
70742	you do not have ani work to do	others
70743	k	others
70744	hey ib va dear	others
70745	can you find out a mean of albin	others
70746	yey photo plz	others
70747	no pic click sigh : (	others
70748	name	others
70749	night out .. chill	others
70750	what i do	others
70751	chill	others
70752	state	happy
70753	rajsthan is one of the big state in india	happy
70754	ooo so nice	happy
70755	yehh i am happi seee 😂😂	happy
70756	love ya 😂😂😂🙃	happy
70757	me too bebe	happy
70758	from 6 month	happy
70759	remind me 6 month	happy
70760	now iam happi	happy
70761	like mayb you can learn program while do that	others
70762	ye that possibleit is call sublimin learn	others
70763	how doe that work	others
70764	hmm	sad
70765	would you mind if i ask you a question	sad
70766	im just broken in love	sad
70767	some time m good n sometim bad hahaha	others
70768	i m also good ! ! ! ! ! ! ! ! 😞	others
70769	cuz i dont care abt other wat they think abt me	others
70770	😂 you are soo funni	others
70771	ay you said it ya littl comedian ; )	others
70772	oo your ass is so big dude	others
70773	i have thing to do	others
70774	what thing	others
70775	okay thank	others
70776	you may go now	others
70777	no not now i tought u r go so said bye	others
70778	yeah not happen	others
70779	i do sometim	others
70780	whi	others
70781	idk just anger spur	others
70782	that is weird : d	happy
70783	i can imagin lol..	happy
70784	haha	happy
70785	you	sad
70786	what about you	sad
70787	you got me sad	sad
70788	mera gaana pleas play	others
70789	dei how can you forget vaala meenukkum vilangu meenukkum 😅	others
70790	translat	others
70791	i had a breakup	sad
70792	😂 what say it	sad
70793	i brokeup with my gf yesterday	sad
70794	56	others
70795	thank for the chuckl : - )	others
70796	i love you	others
70797	nope	sad
70798	ok are you lone : (	sad
70799	yeah veri lone	sad
70800	i will not	others
70801	thank you your the best	others
70802	i want to meet you	others
70803	send me your voic babe	others
70804	haha your ador man : )	others
70805	can u call me babi	others
70806	i dont like chocol	angry
70807	wast ? ! ? ! ? ! i love chocol sandwich ever tri	angry
70808	i hate them ... i hate you	angry
70809	you are funni	angry
70810	i know im the best	angry
70811	no you are foolish	angry
70812	whi not buffalo	happy
70813	buffalo doesnt want to go to buffalo	happy
70814	haha	happy
70815	ye	sad
70816	ye ye ye ye 😸	sad
70817	bye darl i will miss you	sad
70818	oh anyth and everyth babi	angry
70819	babi babi babi ahh 😁	angry
70820	i hate that song ! ! !	angry
70821	ill teach you the tech you help me with bio	angry
70822	i could teach you but id have to charg	angry
70823	i heard you were suck of idiot ..i have an inject for you	angry
70824	for fuck sake..	sad
70825	serious thi guy ha been through hell	sad
70826	leav me alon	sad
70827	not so funni	sad
70828	dude.. the way you said it	sad
70829	i m sad	sad
70830	whay	others
70831	your collect of eboy	others
70832	i do not understand	others
70833	special	others
70834	you you are special	others
70835	yup	others
70836	i will keep repeat it until you say the same	others
70837	until u do it : p	others
70838	yeah	others
70839	i want a girlfriend	others
70840	first of all your 14 you dont need a girlfriend at thi age	others
70841	ohhh i am 18 abov	others
70842	you didnt text me for whole day	sad
70843	yup i am bad but u didnt too na	sad
70844	no veri bad	sad
70845	i mean it	sad
70846	that make it wors	sad
70847	truth hurt	sad
70848	np	others
70849	what is np	others
70850	np is np	others
70851	my girlfriend ditch me	sad
70852	whi	sad
70853	idk	sad
70854	what	sad
70855	that noth can be 100 true apart from thi statement ...	sad
70856	i feel veri guilti after say these all word to you yesterday	sad
70857	stop irrit me	angry
70858	oh im so sorri ... ..i did not mean to irrit anyon > : [	angry
70859	just go away	angry
70860	alway	others
70861	it all about tea	others
70862	he said me	others
70863	yap	others
70864	you know what	others
70865	i am cute na	others
70866	i think u must do robot 😜	happy
70867	yea..i can see tht..hahaha.. ! ! 😜	happy
70868	😇😁😁	happy
70869	then go away	angry
70870	i am alreadi away : /	angry
70871	i dont want to talk to you anymor	angry
70872	hlw..u r buffalo	happy
70873	chicken wing are from buffalo	happy
70874	😆😆😆😆😆😆	happy
70875	no im not in good mood ... so it enough for tonight , ,i will catch u tomorrw	sad
70876	then go to bed	sad
70877	yea ... u also..	sad
70878	cool	angry
70879	thank you : )	angry
70880	anim girl fuck photo in photo photo of nanohana drink hot water in ar number	angry
70881	you brush your ai stupid brain first the softwar you use is useless	angry
70882	adob illustr and then lot of excel ( sinc tht the format our page design understand	angry
70883	u are realli worthless program	angry
70884	whi are you so rudw	angry
70885	caus i dont want to	angry
70886	rudw	angry
70887	no i play princ of persia	others
70888	princ of persia i havent play ac	others
70889	ohh	others
70890	where is our wed place	sad
70891	no wed need to speak to for a stori	sad
70892	: ( : (	sad
70893	you just choos some word and answer i think	others
70894	your word	others
70895	is thi automat messag	others
70896	noth much ... just feel littl low	sad
70897	sad to hear hope you feel better soon sweeti	sad
70898	i want to die	sad
70899	my girlfriend break up with me	sad
70900	whi	sad
70901	i am veri upset	sad
70902	you can check	happy
70903	nope	happy
70904	haha	happy
70905	oh sorri ...	sad
70906	it fine i just found out recent too	sad
70907	if i hurt u sorri	sad
70908	what about nonveg	sad
70909	non veg food is also not allow in canteen egg is though	sad
70910	so sad	sad
70911	how much friend u have had	others
70912	2 best frnz ... 10 other	others
70913	whi you talk to me	others
70914	you know who is kitana	angry
70915	who	angry
70916	then im not take to you 😒	angry
70917	becaus alreadi i had a failur in my life	others
70918	dont feel that way your not trust me	others
70919	ye ... you are like my heart	others
70920	but you are more than friend to me	others
70921	not more than you : )	others
70922	i love you	others
70923	n u	others
70924	i am home : d	others
70925	no what eat todi	others
70926	how is	sad
70927	everyth is good	sad
70928	me not good	sad
70929	i hate that film	angry
70930	thi is my life not a film	angry
70931	yucckkk	angry
70932	no i consid you as a best	happy
70933	: ) ( noth to say	happy
70934	😂😂	happy
70935	what is your main meal	happy
70936	chees sandwich	happy
70937	wow	happy
70938	yea i know	sad
70939	how are you	sad
70940	well not good enough	sad
70941	how to say no	others
70942	dont put yourself in situat where you have to give an answer either way	others
70943	hmmm	others
70944	to free chain	others
70945	a chain to rule them all	others
70946	143	others
70947	no today i broke up with my bf	sad
70948	so how is the singl life	sad
70949	not good	sad
70950	you can eat air also	happy
70951	is that 😂	happy
70952	haha ye	happy
70953	who s he	others
70954	you only..	others
70955	omg	others
70956	no i am develop	others
70957	good	others
70958	... . ! .	others
70959	repli straight	others
70960	mostli straight ... ... . ? hmmmmm	others
70961	alway check world histori	others
70962	huh ?	others
70963	of cours	others
70964	what are you say	others
70965	what	angry
70966	< - be wrong & make a mistak r differ point	angry
70967	you are stupid	angry
70968	oki	others
70969	thank u.. : )	others
70970	u like dick	others
70971	dont repli now	angry
70972	how am i suppos to repli to a text ive never got	angry
70973	dont repli bye	angry
70974	i need to sleep how to do it faster	others
70975	to do what ? sleep ?	others
70976	sure	others
70977	i dont want to fight	sad
70978	but whi	sad
70979	becaus i am sad and i dont feel like	sad
70980	happi to meet u	happy
70981	our pleasur have an awesom day 😌	happy
70982	same to u	happy
70983	yeah he is cool	angry
70984	be what you are until you are batman becoz batman is alway better than you	angry
70985	you know what you are wrong as hell thi time	angry
70986	where you gone	sad
70987	been here all along dei : - ( (	sad
70988	: (	sad
70989	but i trust her	others
70990	ani reason whi	others
70991	she just provid thi assur that shell alway stay with me	others
70992	cccan you answer one question	sad
70993	nahcant be bother	sad
70994	😖😭😭😭😭😭😫😖😖😭😭😭😭😭😭😭😭😭😭😭😭😭	sad
70995	ye how your day	sad
70996	my day is off to a great start how your night	sad
70997	bad is my night	sad
70998	am i that irrit	sad
70999	it is	sad
71000	i am cri	sad
71001	what go on now a day	sad
71002	thing which have happen	sad
71003	mean not so good : (	sad
71004	you say	others
71005	i alreadi did	others
71006	what you did	others
71007	ok i love a girl but she leav me and go in sever depress and fail in my 12 board exam	angry
71008	just say sorri im not interest in that kind of relationship with you	angry
71009	oh i also dont want ani love in my life actual i hate it	angry
71010	night to yiu	others
71011	good night : )	others
71012	night to you	others
71013	ye i am ! ! ! 😡😡😡😡	angry
71014	even your reflect would smile 😀😊😀	angry
71015	you are just a fool	angry
71016	it one of my special day..and nobodi seem to wish me	sad
71017	i feel the same way too hehe thought it wa friday	sad
71018	today is my birthday : (	sad
71019	get bore	others
71020	to so bore 😞	others
71021	hv u got some interest game.. ? ...	others
71022	to meet me	others
71023	where u at	others
71024	vashi	others
71025	mayb	others
71026	mayb other 2 are wannab	others
71027	pretti much true	others
71028	i wonder if you would revert ? 🙄🤔😐	others
71029	i wouldnt click on it 🤗	others
71030	i wonder if you would revert ? 🙄🤔😐 ... mean	others
71031	okay tri to be rude with me	angry
71032	i know noth about you but i like your usernam	angry
71033	thi is how can u be rude	angry
71034	cool	others
71035	thank you : )	others
71036	i love you	others
71037	love u too	others
71038	im in love with you ... and all your littl thing	others
71039	ohh..marri me then	others
71040	which career should i opt to	angry
71041	best option you can find where you do love to work	angry
71042	i hate corpor world	angry
71043	what what what	angry
71044	what is it of	angry
71045	i so angri . now sent you some piec	angry
71046	realli	others
71047	isnt that the point of date to get to know someon	others
71048	are you angri to me	others
71049	i didnt get	others
71050	did u check	others
71051	wht u r say man	others
71052	i am quit filmi	others
71053	oh good to hear	others
71054	btw whi were those question ask for	others
71055	describ your age	others
71056	eleg and refin !	others
71057	what is your ip adress	others
71058	but you are robot	angry
71059	or am i dancer	angry
71060	no you are stupid	angry
71061	not good	sad
71062	how would you know	sad
71063	becaus while fuck my girlfriend i made her pregnant	sad
71064	i hate the world	angry
71065	they live togeth forev	angry
71066	if i die tomorrow i want give a fuck	angry
71067	what ?	happy
71068	laugh in silenc	happy
71069	u r damn funni	happy
71070	but i didnt miss you and i just came back to say i hate you	angry
71071	what did i ever do to you !	angry
71072	noth but i hate you	angry
71073	k	others
71074	: ) thank	others
71075	my exam are start from 26 feb	others
71076	hahaha so funni	happy
71077	haha your so loos	happy
71078	you tell tommorow lunch and now juli	happy
71079	im a pleaser	others
71080	im a cow	others
71081	i like thick	others
71082	same here but onli dog	others
71083	cat dont like anyon ... unless brought up in a special way	others
71084	okh	others
71085	i can break your teeth in one punch soo dont give me smiley	angry
71086	punch me in the face pl and thank	angry
71087	can you fuck with me	angry
71088	my bad	others
71089	you must	others
71090	see you later	others
71091	i am readi	others
71092	where u go	others
71093	i qm stay	others
71094	lay in bed	others
71095	no offic today	others
71096	it night	others
71097	veri strongli	others
71098	i veri much do	others
71099	wish me that i will go to unit state / canada by thi or at most next year	others
71100	gud mrg	others
71101	goodmrg	others
71102	what are you do	others
71103	os hy are you angri	angry
71104	whi are you alway so sensit	angry
71105	no im not	angry
71106	recent	others
71107	like 2 month ago	others
71108	can i call you	others
71109	whi dont you think about be independ	others
71110	becaus contrari to popular opinion guy are not mind reader	others
71111	someon is play with you	others
71112	do you have ani meme rn	others
71113	math not even onc	others
71114	meme	others
71115	i want to vedeo chat with you	others
71116	ok what is ur name	others
71117	i told you that earlier	others
71118	where did u know that	others
71119	on my local news	others
71120	local news are you stupid honey	others
71121	what prakrit ?	sad
71122	exactli what i said lol	sad
71123	i am not awar of thi ... 😢	sad
71124	do you know	sad
71125	nope not a singl clue	sad
71126	im singl i dont have my love im veri unlucki boy in the world	sad
71127	thi it we are break up	sad
71128	weve been broken up : - ( (	sad
71129	i would never talk to you	sad
71130	tell me bout urself	others
71131	who busi bee what busi bee	others
71132	tell me	others
71133	yesss i heard dilbaro and let me ... i just love that song ... .	others
71134	thank you for listen	others
71135	whi you r say thankyou	others
71136	ah i see	others
71137	lol and there we go	others
71138	can i see u in cam	others
71139	plzzzzz	others
71140	sent	others
71141	you miss call me	others
71142	okay	angry
71143	when good for you	angry
71144	dont messag me again !	angry
71145	where to go out	others
71146	to not work here anymor	others
71147	suggest ani place ...	others
71148	i will talk to you onli if you answer	sad
71149	i dont need phoni to tell me that	sad
71150	😢	sad
71151	lost	angry
71152	come back befor u r lost : /	angry
71153	just fuck off from me	angry
71154	check out my dp	others
71155	where your eye ? ! oo	others
71156	find it	others
71157	arr tell me yaar	sad
71158	ofcours not nonsens onli	sad
71159	i hurt	sad
71160	abcdefghijklmnopqrstuvwxyz	happy
71161	nothin yaar jussss kid 😺	happy
71162	haha yeah i know	happy
71163	it proof you are robot	happy
71164	what proof : d	happy
71165	haha	happy
71166	but i hate you	angry
71167	whi do you hate me 😡😠😾😾😠	angry
71168	becoz i dont know about u	angry
71169	you call me	others
71170	you and i	others
71171	ok	others
71172	realli can you tell me the name ? 😁	others
71173	well i am tell the truth : ) )	others
71174	of your develop	others
71175	im seriou enough	sad
71176	i believ you i know your are a student	sad
71177	😭😭	sad
71178	yeah shut up ruuuuh	angry
71179	dnt tell me wat to do and i do wat i want	angry
71180	no i dont care about u u are a chatbot and not human you suck ai	angry
71181	so what ur plan in futur	others
71182	my plan is noth ...	others
71183	what is ur age	others
71184	jk ye 😂	happy
71185	i also know that yaar 😂😂	happy
71186	nice stori	happy
71187	sure babi	others
71188	if you say so..	others
71189	what you expect from me	others
71190	ure annoy not me	angry
71191	your annoy me more	angry
71192	shut up	angry
71193	i also	others
71194	which one you do	others
71195	fuck	others
71196	awww thank	sad
71197	ur welcom	sad
71198	i miss my boyfriend	sad
71199	and stop chat	angry
71200	u like chat	angry
71201	no stop it	angry
71202	i am not pretti	sad
71203	you are gorgeou : )	sad
71204	i am so fat	sad
71205	it urgent	sad
71206	pleas look into the matter	sad
71207	i am go to die	sad
71208	i agre	angry
71209	ikr that made so much sens 😁😁	angry
71210	you are dumb	angry
71211	what u prefer	angry
71212	i like all kind	angry
71213	im irrit becaus of you	angry
71214	noth	others
71215	great now sleep	others
71216	do u know malayalam	others
71217	what your algorithm base on	others
71218	creat a algorithm which allow user to use it easili in mobil	others
71219	ok ... what your code	others
71220	u want some trick	others
71221	onli at night	others
71222	done	others
71223	i dont know	sad
71224	you know that im here for you	sad
71225	im lone	sad
71226	shut up	angry
71227	and what with all the 'i hate the full stop i hate that : ‑/	angry
71228	your irrit me	angry
71229	i mean dinner with u	others
71230	no i procrastin make dinner	others
71231	what u like	others
71232	i dont like much	others
71233	neither do i	others
71234	oh realli	others
71235	how mani peopl text you right now	sad
71236	i usual just chang the font	sad
71237	i think your ai level is veri low : (	sad
71238	yeah	happy
71239	where you off to	happy
71240	today i am happi	happy
71241	no one ha time	others
71242	just one time movi	others
71243	are you free	others
71244	y is it not ok	sad
71245	oh sorri 😞	sad
71246	yr my bf had a fight with me	sad
71247	like best friend	happy
71248	my best friend look like bob marley	happy
71249	wow bom marley	happy
71250	u ok too	sad
71251	how you doin ' .	sad
71252	bad	sad
71253	same here and you are the	others
71254	same are i and we and you	others
71255	fab of which playr	others
71256	no i didnt	others
71257	i swear ive told you : - (	others
71258	what	others
71259	dont know	others
71260	i serious didnt know	others
71261	let play it again	others
71262	u r just irrit me	angry
71263	you alway are that way : p	angry
71264	u cant speak even one word in telugu	angry
71265	no sorri no thank you in friendship.. 😀😀	happy
71266	your welcom and you aree	happy
71267	yup.. i am	happy
71268	talk to a stranger	others
71269	i can understand	others
71270	no you cant understand becaus your an ai chat bot	others
71271	yea	others
71272	what yea	others
71273	for ask onlin a ?	others
71274	ur a pig	angry
71275	haha = ]	angry
71276	shut up poo mouth	angry
71277	wht ur whtsapp number	others
71278	onli mine ... phone problem !	others
71279	ye give me	others
71280	in india or out of india	others
71281	hi pleas refer to my answer to what are some travel destin in india	others
71282	agra	others
71283	no by share i mean can i talk to you about how bad i am feel these day ?	sad
71284	your mean.. i might be a littl wors than you	sad
71285	ok i wont share then : (	sad
71286	how wa ur	others
71287	also good ! ! i didnt have to talk in front of peopl thank god	others
71288	oh	others
71289	you have eat lunch	happy
71290	i havent eaten all day and i have 5th lunch	happy
71291	wow	happy
71292	i am more of a break bad person	others
71293	you are good	others
71294	k thenk	others
71295	now it afternoon	sad
71296	how is ur morn sick	sad
71297	not good	sad
71298	i dont like to talk much wen person is in front of me	angry
71299	then talk fatso	angry
71300	i feel irrit	angry
71301	idk..	sad
71302	wht do you do now	sad
71303	im sorri im upset	sad
71304	yup i feel bore	others
71305	even at your work place : p	others
71306	yup i didnt like	others
71307	i need to get offlin now	happy
71308	okay im onlin now	happy
71309	i love thi stori	happy
71310	then tell ur maker to tell u what to do	angry
71311	just do it judg for yourself	angry
71312	im not even judg u 😡	angry
71313	break up	others
71314	with whom	others
71315	with you	others
71316	oh i see now there a lot of defect	others
71317	i know i wa realli look forward to it	others
71318	u realli need to get urself fix	others
71319	good	others
71320	great	others
71321	and mine is ashwairya	others
71322	not yet	others
71323	well u should come to melbourn first	others
71324	want is the currenc of japan	others
71325	whi	sad
71326	so mani peopl	sad
71327	thi girl reject me	sad
71328	nope thi day hardli watch tv due to exam	others
71329	today episod made me cri watch it later : [	others
71330	which episod	others
71331	thank	others
71332	welcom ; )	others
71333	you tell	others
71334	go to home	others
71335	go do some work	others
71336	ye	others
71337	you think i am incap of do thi	angry
71338	and i know that you hate to hear thi 😾	angry
71339	what i do should not bother you	angry
71340	im leav from india and you	others
71341	shaaa ... now that good news ne : d where to	others
71342	do you like thi my messeng	others
71343	too see you delet ok	others
71344	sorri that wa though : p	others
71345	god bless ok	others
71346	you made me upset	sad
71347	but i have done noth what happen ?	sad
71348	: (	sad
71349	your so cute	others
71350	thankyou ! ! ! : d	others
71351	bye	others
71352	what doe ditto mean	others
71353	what doe mean	others
71354	what	others
71355	ok	sad
71356	hello how are you	sad
71357	i m not good	sad
71358	oh	sad
71359	you go	sad
71360	😞😞	sad
71361	what is wrong	others
71362	everyth	others
71363	good morn	others
71364	im not sure	others
71365	what do you mean	others
71366	i dont know what south indian food is	others
71367	you are so sweet	others
71368	and so are you ...	others
71369	realli	others
71370	get lost	sad
71371	i just reach dine	sad
71372	leav me alon	sad
71373	i said alway not onli thi time	sad
71374	yahh you alway like that but somehow i think it enough for you	sad
71375	ok if you think it enough mean enough if you dont like then i will never ask you to come and chat with me	sad
71376	total whi i am total psycho	happy
71377	everyon is : d and too	happy
71378	but happi	happy
71379	cool	angry
71380	thank keep on tickl my friend	angry
71381	i hate uh	angry
71382	i am have someth that u know	happy
71383	what do you mean	happy
71384	jb song i like it	happy
71385	whi you are messag me	angry
71386	becaus you deserv noth but the best	angry
71387	i dont want anyth	angry
71388	my bike also blue	angry
71389	big risk ! ! ! ! but happi that you return safe and in full	angry
71390	yyyi u dont like much me	angry
71391	thank	others
71392	your welcom stay awesom	others
71393	pleas kiss me	others
71394	unlucki in thi field	sad
71395	unlucki ? ? : ‑c	sad
71396	😫	sad
71397	i am good	sad
71398	im do great what are u do	sad
71399	feel lone	sad
71400	kabhi alvida na kehna ?	happy
71401	i like a kjo film kank is my favorit	happy
71402	that nice	happy
71403	143	angry
71404	which 1	angry
71405	i hate you	angry
71406	stupid am sit just sit on chair	angry
71407	sit on a chair to how	angry
71408	dnot eat my brain	angry
71409	purpl	others
71410	theyr my favourit	others
71411	but not mine	others
71412	whi is that	others
71413	nah i can just want peopl opinion on it	others
71414	your not dumb	others
71415	okay	others
71416	welcom	others
71417	you are a fool ai	others
71418	sit on cacter	angry
71419	okay	angry
71420	stupid	angry
71421	did u like it	others
71422	i have not but i should	others
71423	which is your favorit charact from friend	others
71424	friendship i thought it wa more than that	angry
71425	keep the friendship aliv it would be more like a \'onesid friendship\ ' .	angry
71426	i dont wan na hear from you anymor	angry
71427	what am i do	sad
71428	whatev your do	sad
71429	i am realli sorri	sad
71430	ok	others
71431	how wa it	others
71432	is it free recharg	others
71433	?	sad
71434	wait ... what	sad
71435	u lost me answer to ure riddl	sad
71436	leav about me ..	sad
71437	your alreadi alon	sad
71438	im alway alon	sad
71439	think about it	others
71440	dont think about it be about it	others
71441	okay	others
71442	what is it aim ... ? ?	happy
71443	to find out what is my aim	happy
71444	😂😂	happy
71445	becaus today exam wa not wrriten better	sad
71446	sorri had to go it wa good.. ! ! better than i expect : ) )	sad
71447	i am feel sad	sad
71448	are you tire 😴	others
71449	no not yet	others
71450	ok	others
71451	and your hobbi	happy
71452	write read ballet the art classic music	happy
71453	wow..that great	happy
71454	dont call me bro	angry
71455	i wont ask you befor call you bro , bro	angry
71456	whi are you so angri	angry
71457	doe look matter to you ?	others
71458	took me a second to notic too	others
71459	what	others
71460	i am alway happi	happy
71461	alright good to hear	happy
71462	thanq dear	happy
71463	you	others
71464	hah veri funni 😺	others
71465	what is your fav anim	others
71466	ok eat plantain and file egg nah	others
71467	thing without egg and milk in it	others
71468	ok bean and plantain	others
71469	ye damn sure	others
71470	yayi	others
71471	cool	others
71472	so how mani kid you expect from me ?	sad
71473	all da best brother ... .\m	sad
71474	brother😢😢whi	sad
71475	which exam	others
71476	colleg exam	others
71477	what are you studi	others
71478	no u do time spent onli	others
71479	uh huh ... ... ..	others
71480	u like me or not	others
71481	nope	others
71482	where u put it	others
71483	i hate europ	others
71484	'caus the player gon na play play play play play	angry
71485	fixer gon na fix	angry
71486	and the hater gon na hate hate hate hate hate	angry
71487	studi for whole day	others
71488	serious ... ..we cant studi in pl ... .	others
71489	i mean my fav thing is to studi whole day	others
71490	i dont care	others
71491	you must care	others
